sample,percentile,thresh_tcrbeta,alpha,mean_entropy_change,n_common_clonotypes_ge5,n_cells_after
D7B,0.565,13.0,5.0,0.14789488588072788,137,1229
D7B,0.56,13.0,0.0,0.24625961842988933,137,1229
D7B,0.56,13.0,1.0,0.20492161143318352,137,1229
D7B,0.56,13.0,2.0,0.17773902331208594,137,1229
D7B,0.56,13.0,5.0,0.14789488588072788,137,1229
D7B,0.5549999999999999,14.0,0.0,0.2878895430101493,135,1147
D7B,0.5549999999999999,14.0,1.0,0.2393835605162912,135,1147
D7B,0.5549999999999999,14.0,2.0,0.2072711633491348,135,1147
D7B,0.5549999999999999,14.0,5.0,0.17186801303893656,135,1147
D7B,0.55,14.0,0.0,0.2878895430101493,135,1147
D7B,0.55,14.0,1.0,0.2393835605162912,135,1147
D7B,0.55,14.0,2.0,0.2072711633491348,135,1147
D7B,0.55,14.0,5.0,0.17186801303893656,135,1147
D7B,0.5449999999999999,14.0,0.0,0.2878895430101493,135,1147
D7B,0.5449999999999999,14.0,1.0,0.2393835605162912,135,1147
D7B,0.5449999999999999,14.0,2.0,0.2072711633491348,135,1147
D7B,0.5449999999999999,14.0,5.0,0.17186801303893656,135,1147
D7B,0.54,14.0,0.0,0.2878895430101493,135,1147
D7B,0.54,14.0,1.0,0.2393835605162912,135,1147
D7B,0.54,14.0,2.0,0.2072711633491348,135,1147
D7B,0.54,14.0,5.0,0.17186801303893656,135,1147
D7B,0.5349999999999999,14.0,0.0,0.2878895430101493,135,1147
D7B,0.5349999999999999,14.0,1.0,0.2393835605162912,135,1147
D7B,0.5349999999999999,14.0,2.0,0.2072711633491348,135,1147
D7B,0.5349999999999999,14.0,5.0,0.17186801303893656,135,1147
D7B,0.53,15.0,0.0,0.3084071444771525,134,1087
D7B,0.53,15.0,1.0,0.25404739863311826,134,1087
D7B,0.53,15.0,2.0,0.21902694177720383,134,1087
D7B,0.53,15.0,5.0,0.1808209702837073,134,1087
D7B,0.5249999999999999,15.0,0.0,0.3084071444771525,134,1087
D7B,0.5249999999999999,15.0,1.0,0.25404739863311826,134,1087
D7B,0.5249999999999999,15.0,2.0,0.21902694177720383,134,1087
D7B,0.5249999999999999,15.0,5.0,0.1808209702837073,134,1087
D7B,0.52,15.0,0.0,0.3084071444771525,134,1087
D7B,0.52,15.0,1.0,0.25404739863311826,134,1087
D7B,0.52,15.0,2.0,0.21902694177720383,134,1087
D7B,0.52,15.0,5.0,0.1808209702837073,134,1087
D7B,0.515,15.0,0.0,0.3084071444771525,134,1087
D7B,0.515,15.0,1.0,0.25404739863311826,134,1087
D7B,0.515,15.0,2.0,0.21902694177720383,134,1087
D7B,0.515,15.0,5.0,0.1808209702837073,134,1087
D7B,0.51,15.0,0.0,0.3084071444771525,134,1087
D7B,0.51,15.0,1.0,0.25404739863311826,134,1087
D7B,0.51,15.0,2.0,0.21902694177720383,134,1087
D7B,0.51,15.0,5.0,0.1808209702837073,134,1087
D7B,0.505,16.0,0.0,0.3028880837627911,133,1029
D7B,0.505,16.0,1.0,0.2502383680171123,133,1029
D7B,0.505,16.0,2.0,0.21511914107141952,133,1029
D7B,0.505,16.0,5.0,0.17741889299734412,133,1029
D7B,0.5,16.0,0.0,0.3028880837627911,133,1029
