sample,percentile,thresh_ly49c,alpha,mean_entropy_change,n_common_clonotypes_ge5,n_cells_after
BL6-B10BR_HTxC,0.62,0.0,0.0,-0.05338640242874537,37,643
BL6-B10BR_HTxC,0.62,0.0,1.0,-0.027897920002241505,37,643
BL6-B10BR_HTxC,0.62,0.0,2.0,-0.01739997233624272,37,643
BL6-B10BR_HTxC,0.62,0.0,5.0,-0.011425879094894826,37,643
BL6-B10BR_HTxC,0.615,0.0,0.0,-0.05338640242874537,37,643
BL6-B10BR_HTxC,0.615,0.0,1.0,-0.027897920002241505,37,643
BL6-B10BR_HTxC,0.615,0.0,2.0,-0.01739997233624272,37,643
BL6-B10BR_HTxC,0.615,0.0,5.0,-0.011425879094894826,37,643
BL6-B10BR_HTxC,0.61,0.0,0.0,-0.05338640242874537,37,643
BL6-B10BR_HTxC,0.61,0.0,1.0,-0.027897920002241505,37,643
BL6-B10BR_HTxC,0.61,0.0,2.0,-0.01739997233624272,37,643
BL6-B10BR_HTxC,0.61,0.0,5.0,-0.011425879094894826,37,643
BL6-B10BR_HTxC,0.605,0.0,0.0,-0.05338640242874537,37,643
BL6-B10BR_HTxC,0.605,0.0,1.0,-0.027897920002241505,37,643
BL6-B10BR_HTxC,0.605,0.0,2.0,-0.01739997233624272,37,643
BL6-B10BR_HTxC,0.605,0.0,5.0,-0.011425879094894826,37,643
BL6-B10BR_HTxC,0.6,0.0,0.0,-0.05338640242874537,37,643
BL6-B10BR_HTxC,0.6,0.0,1.0,-0.027897920002241505,37,643
BL6-B10BR_HTxC,0.6,0.0,2.0,-0.01739997233624272,37,643
BL6-B10BR_HTxC,0.6,0.0,5.0,-0.011425879094894826,37,643
BL6-B10BR_HTxC,0.595,0.0,0.0,-0.05338640242874537,37,643
BL6-B10BR_HTxC,0.595,0.0,1.0,-0.027897920002241505,37,643
BL6-B10BR_HTxC,0.595,0.0,2.0,-0.01739997233624272,37,643
BL6-B10BR_HTxC,0.595,0.0,5.0,-0.011425879094894826,37,643
BL6-B10BR_HTxC,0.59,0.0,0.0,-0.05338640242874537,37,643
BL6-B10BR_HTxC,0.59,0.0,1.0,-0.027897920002241505,37,643
BL6-B10BR_HTxC,0.59,0.0,2.0,-0.01739997233624272,37,643
BL6-B10BR_HTxC,0.59,0.0,5.0,-0.011425879094894826,37,643
BL6-B10BR_HTxC,0.585,0.0,0.0,-0.05338640242874537,37,643
BL6-B10BR_HTxC,0.585,0.0,1.0,-0.027897920002241505,37,643
BL6-B10BR_HTxC,0.585,0.0,2.0,-0.01739997233624272,37,643
BL6-B10BR_HTxC,0.585,0.0,5.0,-0.011425879094894826,37,643
BL6-B10BR_HTxC,0.5800000000000001,0.0,0.0,-0.05338640242874537,37,643
BL6-B10BR_HTxC,0.5800000000000001,0.0,1.0,-0.027897920002241505,37,643
