sample,percentile,thresh_ly49c,alpha,mean_entropy_change,n_common_clonotypes_ge5,n_cells_after
BL6-B10BR_HTxB,0.7949999999999999,1.0,2.0,-0.006273025554746973,28,274
BL6-B10BR_HTxB,0.7949999999999999,1.0,5.0,-0.004056053933649148,28,274
BL6-B10BR_HTxB,0.79,1.0,0.0,-0.025891694653162718,28,274
BL6-B10BR_HTxB,0.79,1.0,1.0,-0.01216638206340421,28,274
BL6-B10BR_HTxB,0.79,1.0,2.0,-0.006273025554746973,28,274
BL6-B10BR_HTxB,0.79,1.0,5.0,-0.004056053933649148,28,274
BL6-B10BR_HTxB,0.785,1.0,0.0,-0.025891694653162718,28,274
BL6-B10BR_HTxB,0.785,1.0,1.0,-0.01216638206340421,28,274
BL6-B10BR_HTxB,0.785,1.0,2.0,-0.006273025554746973,28,274
BL6-B10BR_HTxB,0.785,1.0,5.0,-0.004056053933649148,28,274
BL6-B10BR_HTxB,0.78,1.0,0.0,-0.025891694653162718,28,274
BL6-B10BR_HTxB,0.78,1.0,1.0,-0.01216638206340421,28,274
BL6-B10BR_HTxB,0.78,1.0,2.0,-0.006273025554746973,28,274
BL6-B10BR_HTxB,0.78,1.0,5.0,-0.004056053933649148,28,274
BL6-B10BR_HTxB,0.775,1.0,0.0,-0.025891694653162718,28,274
BL6-B10BR_HTxB,0.775,1.0,1.0,-0.01216638206340421,28,274
BL6-B10BR_HTxB,0.775,1.0,2.0,-0.006273025554746973,28,274
BL6-B10BR_HTxB,0.775,1.0,5.0,-0.004056053933649148,28,274
BL6-B10BR_HTxB,0.77,1.0,0.0,-0.025891694653162718,28,274
BL6-B10BR_HTxB,0.77,1.0,1.0,-0.01216638206340421,28,274
BL6-B10BR_HTxB,0.77,1.0,2.0,-0.006273025554746973,28,274
BL6-B10BR_HTxB,0.77,1.0,5.0,-0.004056053933649148,28,274
BL6-B10BR_HTxB,0.765,1.0,0.0,-0.025891694653162718,28,274
BL6-B10BR_HTxB,0.765,1.0,1.0,-0.01216638206340421,28,274
BL6-B10BR_HTxB,0.765,1.0,2.0,-0.006273025554746973,28,274
BL6-B10BR_HTxB,0.765,1.0,5.0,-0.004056053933649148,28,274
BL6-B10BR_HTxB,0.76,1.0,0.0,-0.025891694653162718,28,274
BL6-B10BR_HTxB,0.76,1.0,1.0,-0.01216638206340421,28,274
BL6-B10BR_HTxB,0.76,1.0,2.0,-0.006273025554746973,28,274
BL6-B10BR_HTxB,0.76,1.0,5.0,-0.004056053933649148,28,274
BL6-B10BR_HTxB,0.755,1.0,0.0,-0.025891694653162718,28,274
BL6-B10BR_HTxB,0.755,1.0,1.0,-0.01216638206340421,28,274
BL6-B10BR_HTxB,0.755,1.0,2.0,-0.006273025554746973,28,274
BL6-B10BR_HTxB,0.755,1.0,5.0,-0.004056053933649148,28,274
BL6-B10BR_HTxB,0.75,1.0,0.0,-0.025891694653162718,28,274
BL6-B10BR_HTxB,0.75,1.0,1.0,-0.01216638206340421,28,274
BL6-B10BR_HTxB,0.75,1.0,2.0,-0.006273025554746973,28,274
BL6-B10BR_HTxB,0.75,1.0,5.0,-0.004056053933649148,28,274
BL6-B10BR_HTxB,0.745,1.0,0.0,-0.025891694653162718,28,274
BL6-B10BR_HTxB,0.745,1.0,1.0,-0.01216638206340421,28,274
BL6-B10BR_HTxB,0.745,1.0,2.0,-0.006273025554746973,28,274
BL6-B10BR_HTxB,0.745,1.0,5.0,-0.004056053933649148,28,274
BL6-B10BR_HTxB,0.74,1.0,0.0,-0.025891694653162718,28,274
BL6-B10BR_HTxB,0.74,1.0,1.0,-0.01216638206340421,28,274
BL6-B10BR_HTxB,0.74,1.0,2.0,-0.006273025554746973,28,274
BL6-B10BR_HTxB,0.74,1.0,5.0,-0.004056053933649148,28,274
BL6-B10BR_HTxB,0.735,0.13999999999998636,0.0,-0.0005146268295522624,21,221
BL6-B10BR_HTxB,0.735,0.13999999999998636,1.0,0.01127275382455449,21,221
BL6-B10BR_HTxB,0.735,0.13999999999998636,2.0,0.012202418881151735,21,221
BL6-B10BR_HTxB,0.735,0.13999999999998636,5.0,0.009001403104437327,21,221
BL6-B10BR_HTxB,0.73,0.0,0.0,-0.0005146268295522624,21,221
BL6-B10BR_HTxB,0.73,0.0,1.0,0.01127275382455449,21,221
BL6-B10BR_HTxB,0.73,0.0,2.0,0.012202418881151735,21,221
BL6-B10BR_HTxB,0.73,0.0,5.0,0.009001403104437327,21,221
BL6-B10BR_HTxB,0.725,0.0,0.0,-0.0005146268295522624,21,221
BL6-B10BR_HTxB,0.725,0.0,1.0,0.01127275382455449,21,221
