sample,percentile,thresh_syfpeithi,alpha,mean_entropy_change,n_common_clonotypes_ge5,n_cells_after
BL6-BALBc_HTxB,0.6599999999999999,0.0,2.0,-0.03526477849317256,66,884
BL6-BALBc_HTxB,0.6599999999999999,0.0,5.0,-0.029411596863453026,66,884
BL6-BALBc_HTxB,0.655,0.0,0.0,-0.05787774793927357,66,884
BL6-BALBc_HTxB,0.655,0.0,1.0,-0.04019495250848353,66,884
BL6-BALBc_HTxB,0.655,0.0,2.0,-0.03526477849317256,66,884
BL6-BALBc_HTxB,0.655,0.0,5.0,-0.029411596863453026,66,884
BL6-BALBc_HTxB,0.6499999999999999,0.0,0.0,-0.05787774793927357,66,884
BL6-BALBc_HTxB,0.6499999999999999,0.0,1.0,-0.04019495250848353,66,884
BL6-BALBc_HTxB,0.6499999999999999,0.0,2.0,-0.03526477849317256,66,884
BL6-BALBc_HTxB,0.6499999999999999,0.0,5.0,-0.029411596863453026,66,884
BL6-BALBc_HTxB,0.645,0.0,0.0,-0.05787774793927357,66,884
BL6-BALBc_HTxB,0.645,0.0,1.0,-0.04019495250848353,66,884
BL6-BALBc_HTxB,0.645,0.0,2.0,-0.03526477849317256,66,884
BL6-BALBc_HTxB,0.645,0.0,5.0,-0.029411596863453026,66,884
BL6-BALBc_HTxB,0.64,0.0,0.0,-0.05787774793927357,66,884
BL6-BALBc_HTxB,0.64,0.0,1.0,-0.04019495250848353,66,884
BL6-BALBc_HTxB,0.64,0.0,2.0,-0.03526477849317256,66,884
BL6-BALBc_HTxB,0.64,0.0,5.0,-0.029411596863453026,66,884
BL6-BALBc_HTxB,0.635,0.0,0.0,-0.05787774793927357,66,884
BL6-BALBc_HTxB,0.635,0.0,1.0,-0.04019495250848353,66,884
BL6-BALBc_HTxB,0.635,0.0,2.0,-0.03526477849317256,66,884
BL6-BALBc_HTxB,0.635,0.0,5.0,-0.029411596863453026,66,884
BL6-BALBc_HTxB,0.63,0.0,0.0,-0.05787774793927357,66,884
BL6-BALBc_HTxB,0.63,0.0,1.0,-0.04019495250848353,66,884
BL6-BALBc_HTxB,0.63,0.0,2.0,-0.03526477849317256,66,884
BL6-BALBc_HTxB,0.63,0.0,5.0,-0.029411596863453026,66,884
