sample,percentile,thresh_tcrbeta,alpha,mean_entropy_change,n_common_clonotypes_ge5,n_cells_after
D7B,0.835,5.0,4.0,0.03384177142455863,141,2036
D7B,0.835,5.0,5.0,0.032260576475816996,141,2036
D7B,0.83,5.0,0.0,0.06156624169818558,141,2036
D7B,0.83,5.0,1.0,0.04840719861144757,141,2036
D7B,0.83,5.0,2.0,0.040501119090930696,141,2036
D7B,0.83,5.0,3.0,0.03629977589801074,141,2036
D7B,0.83,5.0,4.0,0.03384177142455863,141,2036
D7B,0.83,5.0,5.0,0.032260576475816996,141,2036
D7B,0.825,5.0,0.0,0.06156624169818558,141,2036
D7B,0.825,5.0,1.0,0.04840719861144757,141,2036
D7B,0.825,5.0,2.0,0.040501119090930696,141,2036
D7B,0.825,5.0,3.0,0.03629977589801074,141,2036
D7B,0.825,5.0,4.0,0.03384177142455863,141,2036
D7B,0.825,5.0,5.0,0.032260576475816996,141,2036
D7B,0.8200000000000001,5.0,0.0,0.06156624169818558,141,2036
D7B,0.8200000000000001,5.0,1.0,0.04840719861144757,141,2036
D7B,0.8200000000000001,5.0,2.0,0.040501119090930696,141,2036
D7B,0.8200000000000001,5.0,3.0,0.03629977589801074,141,2036
D7B,0.8200000000000001,5.0,4.0,0.03384177142455863,141,2036
D7B,0.8200000000000001,5.0,5.0,0.032260576475816996,141,2036
D7B,0.815,6.0,0.0,0.08704638445599702,135,1902
D7B,0.815,6.0,1.0,0.06770583949638559,135,1902
D7B,0.815,6.0,2.0,0.05657200932761191,135,1902
D7B,0.815,6.0,3.0,0.050939643612615076,135,1902
D7B,0.815,6.0,4.0,0.04771509135359267,135,1902
D7B,0.815,6.0,5.0,0.04566148328503296,135,1902
D7B,0.81,6.0,0.0,0.08704638445599702,135,1902
D7B,0.81,6.0,1.0,0.06770583949638559,135,1902
D7B,0.81,6.0,2.0,0.05657200932761191,135,1902
D7B,0.81,6.0,3.0,0.050939643612615076,135,1902
D7B,0.81,6.0,4.0,0.04771509135359267,135,1902
D7B,0.81,6.0,5.0,0.04566148328503296,135,1902
D7B,0.8049999999999999,6.0,0.0,0.08704638445599702,135,1902
D7B,0.8049999999999999,6.0,1.0,0.06770583949638559,135,1902
D7B,0.8049999999999999,6.0,2.0,0.05657200932761191,135,1902
D7B,0.8049999999999999,6.0,3.0,0.050939643612615076,135,1902
D7B,0.8049999999999999,6.0,4.0,0.04771509135359267,135,1902
D7B,0.8049999999999999,6.0,5.0,0.04566148328503296,135,1902
D7B,0.8,6.0,0.0,0.08704638445599702,135,1902
D7B,0.8,6.0,1.0,0.06770583949638559,135,1902
D7B,0.8,6.0,2.0,0.05657200932761191,135,1902
