percentile,thresh_eeepvkki,n_cells,pct_cells_retained,n_clonotypes_baseline_ge5,n_clonotypes_filtered_retained,n_common_clonotypes_retained,median_cosine_dist,median_l1_dist,mean_entropy_change,mean_coherence_change
0.49,0.0,2203,78.93228233608026,159,129,129,0.010605682293005292,0.16529818329818327,-0.15160014504973388,-0.002882717249009883
0.485,0.0,2203,78.93228233608026,159,129,129,0.010605682293005292,0.16529818329818327,-0.15160014504973388,-0.002882717249009883
0.48,0.0,2203,78.93228233608026,159,129,129,0.010605682293005292,0.16529818329818327,-0.15160014504973388,-0.002882717249009883
0.475,0.0,2203,78.93228233608026,159,129,129,0.010605682293005292,0.16529818329818327,-0.15160014504973388,-0.002882717249009883
0.47,0.0,2203,78.93228233608026,159,129,129,0.010605682293005292,0.16529818329818327,-0.15160014504973388,-0.002882717249009883
0.46499999999999997,0.0,2203,78.93228233608026,159,129,129,0.010605682293005292,0.16529818329818327,-0.15160014504973388,-0.002882717249009883
0.45999999999999996,0.0,2203,78.93228233608026,159,129,129,0.010605682293005292,0.16529818329818327,-0.15160014504973388,-0.002882717249009883
0.45499999999999996,0.0,2203,78.93228233608026,159,129,129,0.010605682293005292,0.16529818329818327,-0.15160014504973388,-0.002882717249009883
0.44999999999999996,0.0,2203,78.93228233608026,159,129,129,0.010605682293005292,0.16529818329818327,-0.15160014504973388,-0.002882717249009883
0.44499999999999995,0.0,2203,78.93228233608026,159,129,129,0.010605682293005292,0.16529818329818327,-0.15160014504973388,-0.002882717249009883
0.43999999999999995,0.0,2203,78.93228233608026,159,129,129,0.010605682293005292,0.16529818329818327,-0.15160014504973388,-0.002882717249009883
0.43499999999999994,0.0,2203,78.93228233608026,159,129,129,0.010605682293005292,0.16529818329818327,-0.15160014504973388,-0.002882717249009883
