,sample,percentile,thresh_ly49c,alpha,mean_entropy_change,n_common_clonotypes_ge5,n_cells_after
236,D7C,0.7050000000000001,1.0,0.0,-0.16718747765273714,82,1314
237,D7C,0.7050000000000001,1.0,1.0,-0.14940151644452948,82,1314
238,D7C,0.7050000000000001,1.0,2.0,-0.13730617034792789,82,1314
239,D7C,0.7050000000000001,1.0,5.0,-0.12040360300623701,82,1314
240,D7C,0.7,1.0,0.0,-0.16718747765273714,82,1314
241,D7C,0.7,1.0,1.0,-0.14940151644452948,82,1314
242,D7C,0.7,1.0,2.0,-0.13730617034792789,82,1314
243,D7C,0.7,1.0,5.0,-0.12040360300623701,82,1314
244,D7C,0.6950000000000001,1.0,0.0,-0.16718747765273714,82,1314
245,D7C,0.6950000000000001,1.0,1.0,-0.14940151644452948,82,1314
246,D7C,0.6950000000000001,1.0,2.0,-0.13730617034792789,82,1314
247,D7C,0.6950000000000001,1.0,5.0,-0.12040360300623701,82,1314
248,D7C,0.69,1.0,0.0,-0.16718747765273714,82,1314
249,D7C,0.69,1.0,1.0,-0.14940151644452948,82,1314
250,D7C,0.69,1.0,2.0,-0.13730617034792789,82,1314
251,D7C,0.69,1.0,5.0,-0.12040360300623701,82,1314
252,D7C,0.685,1.0,0.0,-0.16718747765273714,82,1314
253,D7C,0.685,1.0,1.0,-0.14940151644452948,82,1314
254,D7C,0.685,1.0,2.0,-0.13730617034792789,82,1314
255,D7C,0.685,1.0,5.0,-0.12040360300623701,82,1314
256,D7C,0.6799999999999999,1.0,0.0,-0.16718747765273714,82,1314
257,D7C,0.6799999999999999,1.0,1.0,-0.14940151644452948,82,1314
258,D7C,0.6799999999999999,1.0,2.0,-0.13730617034792789,82,1314
259,D7C,0.6799999999999999,1.0,5.0,-0.12040360300623701,82,1314
260,D7C,0.675,1.0,0.0,-0.16718747765273714,82,1314
261,D7C,0.675,1.0,1.0,-0.14940151644452948,82,1314
262,D7C,0.675,1.0,2.0,-0.13730617034792789,82,1314
263,D7C,0.675,1.0,5.0,-0.12040360300623701,82,1314
264,D7C,0.6699999999999999,1.0,0.0,-0.16718747765273714,82,1314
265,D7C,0.6699999999999999,1.0,1.0,-0.14940151644452948,82,1314
266,D7C,0.6699999999999999,1.0,2.0,-0.13730617034792789,82,1314
267,D7C,0.6699999999999999,1.0,5.0,-0.12040360300623701,82,1314
268,D7C,0.665,1.0,0.0,-0.16718747765273714,82,1314
269,D7C,0.665,1.0,1.0,-0.14940151644452948,82,1314
270,D7C,0.665,1.0,2.0,-0.13730617034792789,82,1314
271,D7C,0.665,1.0,5.0,-0.12040360300623701,82,1314
272,D7C,0.6599999999999999,1.0,0.0,-0.16718747765273714,82,1314
273,D7C,0.6599999999999999,1.0,1.0,-0.14940151644452948,82,1314
274,D7C,0.6599999999999999,1.0,2.0,-0.13730617034792789,82,1314
275,D7C,0.6599999999999999,1.0,5.0,-0.12040360300623701,82,1314
276,D7C,0.655,1.0,0.0,-0.16718747765273714,82,1314
277,D7C,0.655,1.0,1.0,-0.14940151644452948,82,1314
278,D7C,0.655,1.0,2.0,-0.13730617034792789,82,1314
279,D7C,0.655,1.0,5.0,-0.12040360300623701,82,1314
280,D7C,0.6499999999999999,1.0,0.0,-0.16718747765273714,82,1314
281,D7C,0.6499999999999999,1.0,1.0,-0.14940151644452948,82,1314
